session_index,question,rank_in_log,score,dense_score,sparse_score,sum_score,title
62,Как транспортировать отходы IV класса опасности,10,0.6948,0.69,0.0,0.68,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
62,Как транспортировать отходы IV класса опасности,11,0.6939,0.69,0.0,0.68,3 Нормативные ссылки
62,Как транспортировать отходы IV класса опасности,12,0.6946,0.69,0.0,0.69,5 Основные положения
62,Как транспортировать отходы IV класса опасности,13,0.6883,0.69,0.0,0.65,Лист регистрации изменений
62,Как транспортировать отходы IV класса опасности,14,0.6934,0.68,0.0,0.69,1 Назначение
62,Как транспортировать отходы IV класса опасности,15,0.6738,0.67,0.0,0.65,СОГЛАСОВАНО:
62,Как транспортировать отходы IV класса опасности,16,0.6661,0.66,0.0,0.67,2 Область применения
63,Что входит в процесс управления рисками?,1,0.8288,0.83,0.0,0.81,"4 Термины, обозначения, сокращения"
63,Что входит в процесс управления рисками?,2,0.8322,0.79,0.0,0.83,Приложение А
63,Что входит в процесс управления рисками?,3,0.7969,0.79,0.0,0.8,6 Идентификация и оценка рисков
63,Что входит в процесс управления рисками?,4,0.7814,0.78,0.0,0.77,Методы идентификации рисков
63,Что входит в процесс управления рисками?,5,0.7948,0.76,0.0,0.79,1 Назначение
63,Что входит в процесс управления рисками?,6,0.8,0.76,0.0,0.8,ИНСТРУКЦИЯ Управление рисками «ИН-01-УР»
63,Что входит в процесс управления рисками?,7,0.7658,0.76,0.0,0.77,7 Реестр рисков
63,Что входит в процесс управления рисками?,8,0.7862,0.76,0.0,0.79,7 Реестр рисков
63,Что входит в процесс управления рисками?,9,0.7956,0.76,0.0,0.8,7 Реестр рисков
63,Что входит в процесс управления рисками?,10,0.7548,0.75,0.0,0.75,СОГЛАСОВАНО:
63,Что входит в процесс управления рисками?,11,0.805,0.73,0.0,0.8,7 Реестр рисков
63,Что входит в процесс управления рисками?,12,0.7387,0.73,0.0,0.74,3 Нормативные ссылки
63,Что входит в процесс управления рисками?,13,0.79,0.72,0.0,0.79,6 Идентификация и оценка рисков
63,Что входит в процесс управления рисками?,14,0.6984,0.68,0.0,0.7,2 Область применения
63,Что входит в процесс управления рисками?,15,0.846,0.67,0.0,0.85,5 Основные положения
63,Что входит в процесс управления рисками?,16,0.7899,0.65,0.0,0.79,Приложение В
63,Что входит в процесс управления рисками?,17,0.768,0.65,0.0,0.77,Приложение Б
64,Что значит накопление отходов?,1,0.856,0.86,0.5,0.0,"4 Термины, обозначения, сокращения"
64,Что значит накопление отходов?,2,0.8488,0.85,0.54,0.81,6 Порядок накопления отходов
64,Что значит накопление отходов?,3,0.8488,0.85,0.51,0.79,6 Порядок накопления отходов
64,Что значит накопление отходов?,4,0.8142,0.81,0.0,0.75,7 Порядок учета отходов
64,Что значит накопление отходов?,5,0.8031,0.8,0.51,0.78,"11.2 За накопление отходов отвечает руководитель структурного подразделения (начальник отдела, заведующий лаборатории, руководитель группы), от деятельности которого образованы отходы, и заместитель генерального директора по общим вопросам."
64,Что значит накопление отходов?,6,0.8183,0.8,0.51,0.82,10.2 Способы  накопления  отходов  и  их  передачи  сторонним  организациям  должны исключать возможность загрязнения окружающей территории.
64,Что значит накопление отходов?,7,0.7878,0.79,0.0,0.76,8 Требования к транспортированию отходов
64,Что значит накопление отходов?,8,0.7806,0.78,0.51,0.77,"12.2 За нарушение учета образования, накопления и передачи отходов, за несвоевременное  заключение  договоров  на  утилизацию,  обезвреживание  и/или размещение отходов и их выполнение отвечают ОВЭО и заместитель генерального директора по общим вопросам."
64,Что значит накопление отходов?,9,0.7774,0.78,0.0,0.75,"9.6 Обязательным является наличие документального подтверждения всей цепочки движения отходов: договор с транспортной компанией на транспортирование отходов, договор транспортной компании со специализированной организацией, которой в конечном итоге будут переданы отходы на обработку, утилизацию, обезвреживание и/или размещение (захоронение)"
64,Что значит накопление отходов?,10,0.7623,0.76,0.0,0.75,7 Последовательность формирования реестров экологических аспектов
64,Что значит накопление отходов?,11,0.7716,0.76,0.5,0.77,5.2 Деятельность Института должна быть направлена на сокращение объема (массы) образования отходов и передачу их специализированным организациям в соответствии с действующим законодательством.
64,Что значит накопление отходов?,12,0.7584,0.76,0.0,0.69,"Порядок приемки, регистрации и архивирования источников информации."
64,Что значит накопление отходов?,13,0.747,0.75,0.53,0.73,5.4 Идентификация видов воздействия экологических аспектов на ОС
64,Что значит накопление отходов?,14,0.7465,0.75,0.0,0.72,Определения и сокращения
64,Что значит накопление отходов?,15,0.7431,0.74,0.0,0.72,3 Нормативные ссылки
64,Что значит накопление отходов?,16,0.7338,0.73,0.0,0.73,4.1 Термины.
64,Что значит накопление отходов?,17,0.7337,0.73,0.53,0.72,"5.2 Идентификация видов деятельности, процессов, источников загрязнения, продукции, услуг."
64,Что значит накопление отходов?,18,0.7328,0.73,0.0,0.72,Приложение 3. Перечень программного обеспечения
64,Что значит накопление отходов?,19,0.7325,0.73,0.0,0.71,"4.11 Сбор, систематизация и оцифровка геолого-технологической информации."
64,Что значит накопление отходов?,20,0.7315,0.73,0.0,0.7,"4.27 Сбор, организация и хранение фактических данных по маркшейдерии и инженерным изысканиям."
64,Что значит накопление отходов?,21,0.7299,0.73,0.55,0.69,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
64,Что значит накопление отходов?,22,0.7264,0.73,0.53,0.7,4.1.4 Проект геологического изучения в целях захоронения сточных вод.
64,Что значит накопление отходов?,23,0.7255,0.73,0.0,0.71,3.18 Ведение учета и составления базы данных государственной опорной и съемочной геодезических сетей по всем месторождениям Общества.
64,Что значит накопление отходов?,24,0.725,0.72,0.0,0.0,4.2 Применяемые сокращения :
64,Что значит накопление отходов?,25,0.7244,0.72,0.0,0.0,"4 Термины, обозначения, сокращения"
64,Что значит накопление отходов?,26,0.7243,0.72,0.0,0.69,"3.2 Участие в разработке проектов строительства, эксплуатации, реконструкции,  консервации  и  ликвидации  объектов  по  добыче  полезных ископаемых."
64,Что значит накопление отходов?,27,0.7236,0.72,0.0,0.71,3.15 Отчет об архивировании формируется не позднее 5-ти рабочих дней с даты поступления бланка регистрации. Отчет является записью о результатах обработки информации.
64,Что значит накопление отходов?,28,0.7218,0.72,0.0,0.0,"Регистрация, учет, архивирование и хранение поступающей геолого-технической информации, выполненных отчетов, нормативных документов"
64,Что значит накопление отходов?,29,0.7217,0.72,0.0,0.0,"4 Термины, обозначения, сокращения"
64,Что значит накопление отходов?,30,0.7209,0.72,0.0,0.0,"4.5 Регистрация, учет и архивирование поступающей геолого-технической информации, выполненных отчетов, нормативных документов."
64,Что значит накопление отходов?,31,0.72,0.72,0.0,0.0,4 Термины и сокращения
64,Что значит накопление отходов?,32,0.7193,0.72,0.0,0.69,"Сбор, организация и хранение фактических данных по строительству скважин"
64,Что значит накопление отходов?,33,0.7556,0.72,0.0,0.76,1 Назначение
64,Что значит накопление отходов?,34,0.7178,0.72,0.0,0.72,С производственными службами Заказчика по строительству и обустройству месторождений:
64,Что значит накопление отходов?,35,0.7461,0.0,0.0,0.75,Общие положения
64,Что значит накопление отходов?,36,0.722,0.0,0.0,0.72,Сводный реестр экологических аспектов
64,Что значит накопление отходов?,37,0.7205,0.0,0.0,0.72,ИН-01-ПОО
64,Что значит накопление отходов?,38,0.7205,0.0,0.0,0.72,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
64,Что значит накопление отходов?,39,0.716,0.0,0.0,0.72,4 Функции
64,Что значит накопление отходов?,40,0.7142,0.0,0.5,0.71,3 Задачи
64,Что значит накопление отходов?,41,0.7134,0.0,0.0,0.71,5 Правила работы с файлами
64,Что значит накопление отходов?,42,0.7117,0.0,0.0,0.71,Итоговый реестр существенных экологических аспектов
64,Что значит накопление отходов?,43,0.7107,0.0,0.0,0.71,3 Задачи
64,Что значит накопление отходов?,44,0.7106,0.0,0.0,0.71,Приложение 4. Перечень документированной информации отдела
64,Что значит накопление отходов?,45,0.7093,0.0,0.52,0.71,Порядок работы
64,Что значит накопление отходов?,46,0.705,0.0,0.0,0.71,Приложение 1 Перечень документированной информации
64,Что значит накопление отходов?,47,0.7049,0.0,0.0,0.7,Организация договорной работы
64,Что значит накопление отходов?,48,0.7041,0.0,0.0,0.7,7 Приемка материалов по окончании полевых работ
64,Что значит накопление отходов?,49,0.7039,0.0,0.0,0.7,ИН-15-РегАрх
64,Что значит накопление отходов?,50,0.7039,0.0,0.0,0.7,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
64,Что значит накопление отходов?,51,0.7037,0.0,0.0,0.7,С отделом бурения Общества
64,Что значит накопление отходов?,52,0.7019,0.0,0.5,0.7,4 Функции
64,Что значит накопление отходов?,53,0.7012,0.0,0.0,0.7,Приложение 4. Перечень программного обеспечения отдела
64,Что значит накопление отходов?,54,0.6999,0.0,0.0,0.7,ИН-20-ДО
64,Что значит накопление отходов?,55,0.6999,0.0,0.0,0.7,ИНСТРУКЦИЯ Организация работ по документообороту «ИН-20-ДО»
64,Что значит накопление отходов?,56,0.6994,0.0,0.0,0.7,3 Задачи
64,Что значит накопление отходов?,57,0.6993,0.0,0.0,0.7,10 Завершающая стадия
64,Что значит накопление отходов?,58,0.6987,0.0,0.0,0.7,С отделом проектирования разработки нефтяных и газовых месторождений Общества:
64,Что значит накопление отходов?,59,0.6987,0.0,0.0,0.7,Идентификация экологических аспектов
64,Что значит накопление отходов?,60,0.6986,0.0,0.0,0.7,4 Определения и сокращения
64,Что значит накопление отходов?,61,0.6983,0.0,0.0,0.7,6 Идентификация и оценка рисков
64,Что значит накопление отходов?,62,0.6979,0.0,0.0,0.7,1 Назначение
64,Что значит накопление отходов?,63,0.6976,0.0,0.0,0.7,4 Функции
64,Что значит накопление отходов?,64,0.6972,0.0,0.0,0.7,При этом проверяются:
64,Что значит накопление отходов?,65,0.6968,0.0,0.0,0.7,1 Назначение
64,Что значит накопление отходов?,66,0.6964,0.0,0.0,0.7,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
64,Что значит накопление отходов?,67,0.696,0.0,0.0,0.7,О группе охраны окружающей среды отдела бурения и «ПЛ-12-ГООС»
64,Что значит накопление отходов?,68,0.696,0.0,0.0,0.7,ПЛ-12 -ГООС
64,Что значит накопление отходов?,69,0.6959,0.0,0.0,0.7,Приложение 5. Перечень программного обеспечения отдела
64,Что значит накопление отходов?,70,0.695,0.0,0.0,0.7,ПЛ-07-УИСМ
64,Что значит накопление отходов?,71,0.695,0.0,0.0,0.7,ПОЛОЖЕНИЕ об уполномоченном по интегрированной системе менеджмента в отделе геологии «ПЛ-07-УИСМ»
64,Что значит накопление отходов?,72,0.6949,0.0,0.0,0.69,С Геологическим отделом Общества:
64,Что значит накопление отходов?,73,0.6949,0.0,0.0,0.69,1 Назначение
64,Что значит накопление отходов?,74,0.6941,0.0,0.0,0.69,1 Назначение
64,Что значит накопление отходов?,75,0.6936,0.0,0.0,0.69,3 Нормативные ссылки
64,Что значит накопление отходов?,76,0.6934,0.0,0.0,0.69,Приложение 3. Кадровая документация отдела
64,Что значит накопление отходов?,77,0.6934,0.0,0.52,0.69,3 Задачи
64,Что значит накопление отходов?,78,0.693,0.0,0.0,0.69,5 Права
64,Что значит накопление отходов?,79,0.6928,0.0,0.0,0.69,P:\\\\Информация…
64,Что значит накопление отходов?,80,0.6921,0.0,0.0,0.69,Со структурными подразделениями Общества
64,Что значит накопление отходов?,81,0.6911,0.0,0.0,0.69,1 Общие положения
64,Что значит накопление отходов?,82,0.6903,0.0,0.0,0.69,Производственная информация
64,Что значит накопление отходов?,83,0.5602,0.0,0.56,0.0,"4.8 Обоснование стоимости работ по договорам, тендерам и иные расчеты к ним."
64,Что значит накопление отходов?,84,0.5537,0.0,0.55,0.0,5.4 Нарушение действующего законодательства.
64,Что значит накопление отходов?,85,0.5491,0.0,0.55,0.0,"8 Мониторинг, измерения, анализ и оценивание"
64,Что значит накопление отходов?,86,0.5487,0.0,0.55,0.0,АО «ВолгоградНИПИнефть» Положение «ПЛ-05»
64,Что значит накопление отходов?,87,0.5466,0.0,0.55,0.0,6.3 Нарушение действующего законодательства.
64,Что значит накопление отходов?,88,0.5453,0.0,0.55,0.0,2 Понятие и состав персональных данных
64,Что значит накопление отходов?,89,0.5443,0.0,0.54,0.0,"Оформление договоров на выполнение работ, оказание услуг"
64,Что значит накопление отходов?,90,0.5377,0.0,0.54,0.0,Проект горного отвода для всех видов полезных ископаемых
64,Что значит накопление отходов?,91,0.5348,0.0,0.53,0.0,"4.4 Если выполнение трудовых функций работника связано с необходимостью использования корпоративной мобильной связи, выдача SIM-карты /мобильного аппарата, установление лимита производится на основании письменной заявки работника (Приложение Б), подписанной генеральным директором."
64,Что значит накопление отходов?,92,0.5296,0.0,0.53,0.0,3.2 Обеспечение соблюдения законности в Институте и юридическая защита его интересов.
64,Что значит накопление отходов?,93,0.5258,0.0,0.53,0.0,"5.3 Сотрудник, использующий корпоративную мобильную связь, обязан отвечать на входящие телефонные звонки в течение рабочего дня, а также в период отпуска или временной нетрудоспособности в целях обеспечения оперативной связи. За несоблюдение данного пункта к сотруднику может быть применено дисциплинарное взыскание."
64,Что значит накопление отходов?,94,0.5235,0.0,0.52,0.0,"5.1 Трудовой договор, дополнительное соглашение к трудовому договору, предусматривающие выполнение работником трудовой функции дистанционно, а также внесение изменений в эти договоры (дополнительные соглашения к трудовым договорам) и их расторжение могут заключаться путем обмена между работником (лицом, поступающим на работу) и работодателем электронными документами, а также путем личной подписи. В случае обмена между работником и работодателем электронного документооборота используются усиленная квалифицированная электронная подпись работодателя и усиленная квалифицированная электронная подпись или усиленная неквалифицированная электронная подпись работника в соответствии с законодательством Российской Федерации об электронной подписи."
64,Что значит накопление отходов?,95,0.5177,0.0,0.52,0.0,"3.4 Использование персональных данных возможно только в соответствии с целями, определившими их получение."
64,Что значит накопление отходов?,96,0.5153,0.0,0.52,0.0,7.10
64,Что значит накопление отходов?,97,0.5131,0.0,0.51,0.0,7.1 При осуществлении взаимодействия дистанционного работника и Института путем обмена электронными документами каждая из осуществляющих взаимодействие сторон обязана направлять в форме электронного документа подтверждение получения электронного документа от другой стороны в трехдневный срок. Для этого стороны трудового договора используют корпоративную электронную почту.
64,Что значит накопление отходов?,98,0.5114,0.0,0.51,0.0,"3.7 Обеспечение сотрудников актуальной информацией, находящейся в компетенции отдела."
64,Что значит накопление отходов?,99,0.511,0.0,0.51,0.0,6.2 В случае превышения расходов на связь сверх установленного лимита удержание может не производится на основании согласованной с генеральным директором объяснительной записки. Данное исключение носит разовый характер и не влияет на изменение лимита в дальнейшем.
64,Что значит накопление отходов?,100,0.5083,0.0,0.51,0.0,"Перечень должностей сотрудников АО «ВолгоградНИПИнефть», которым предоставляется корпоративная мобильная связь"
64,Что значит накопление отходов?,101,0.5077,0.0,0.51,0.0,Экспертиза и согласование проектной документации
64,Что значит накопление отходов?,102,0.5058,0.0,0.51,0.0,6.2
64,Что значит накопление отходов?,103,0.5047,0.0,0.5,0.0,8 Начисление и выплата заработной платы
64,Что значит накопление отходов?,104,0.5046,0.0,0.5,0.0,Рабочая инструкция «Структура каталога проекта»
64,Что значит накопление отходов?,105,0.5043,0.0,0.5,0.0,4. Журнал учета приказов по личному составу со сроком хранения 50 лет:
64,Что значит накопление отходов?,106,0.504,0.0,0.5,0.0,"1.2 К РД относятся договоры, заключенные для обеспечения эффективной деятельности Института, а именно: на поставку товарно-материальных ценностей и основных средств; на приобретение и право использования программного обеспечения; аренды; на предоставление связи и интернета; на обучение, повышение квалификации, конференции, семинары; банковское обслуживание и прочие общехозяйственные договоры. Кроме того, к РД относятся договоры, заключаемые в целях выполнения работ по доходным договорам: на размещение объявлений о проведении общественных слушаний, на приобретение почвенной карты, на выполнение работ по оценке ущерба водным биоресурсам, на комплексные исследования керна и т.п."
64,Что значит накопление отходов?,107,0.5038,0.0,0.5,0.0,Об учетно-финансовом отделе
64,Что значит накопление отходов?,108,0.5028,0.0,0.5,0.0,5.4 Нарушение действующего законодательства.
64,Что значит накопление отходов?,109,0.5014,0.0,0.5,0.0,Наименование ПО
64,Что значит накопление отходов?,110,0.5004,0.0,0.5,0.0,2.4 Организация и выполнение для нужд предприятий-недропользователей (Заказчика по договору) маркшейдерско-геодезических работ по ведению дежурного плана месторождений и своевременное обновление картографического материала с использованием геоинформационных технологий для создания электронных планов и карт на месторождения и на объекты транспорта углеводородного сырья с целью повышения оперативности и надежности принятия технических и технологических решений Обществом и Заказчиком.
64,Что значит накопление отходов?,111,0.856,0.86,0.5,0.5,"4 Термины, обозначения, сокращения"
64,Что значит накопление отходов?,112,0.8488,0.85,0.5,0.81,6 Порядок накопления отходов
64,Что значит накопление отходов?,113,0.8488,0.85,0.5,0.79,6 Порядок накопления отходов
64,Что значит накопление отходов?,114,0.8142,0.81,0.0,0.75,7 Порядок учета отходов
64,Что значит накопление отходов?,115,0.7878,0.79,0.0,0.76,8 Требования к транспортированию отходов
64,Что значит накопление отходов?,116,0.7631,0.76,0.0,0.75,9 Требования к передаче отходов сторонним специализированным организациям
64,Что значит накопление отходов?,117,0.8183,0.75,0.0,0.82,10 Безопасное обращение с отходами
64,Что значит накопление отходов?,118,0.7431,0.74,0.0,0.72,3 Нормативные ссылки
64,Что значит накопление отходов?,119,0.7556,0.72,0.0,0.76,1 Назначение
64,Что значит накопление отходов?,120,0.7205,0.69,0.0,0.72,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
64,Что значит накопление отходов?,121,0.7745,0.68,0.0,0.77,12 Ответственность
64,Что значит накопление отходов?,122,0.7846,0.67,0.0,0.78,11 Контроль
64,Что значит накопление отходов?,123,0.7716,0.66,0.0,0.77,5 Основные положения
64,Что значит накопление отходов?,124,0.6499,0.65,0.0,0.65,Лист регистрации изменений
64,Что значит накопление отходов?,125,0.6406,0.62,0.0,0.64,2 Область применения
64,Что значит накопление отходов?,126,0.6187,0.62,0.0,0.62,СОГЛАСОВАНО:
65,Что такое субподрядная работа?,1,0.8064,0.79,0.0,0.81,"11 Требования, предъявляемые к субподрядным организациям."
65,Что такое субподрядная работа?,2,0.7903,0.79,0.0,0.73,4.1 Термины и определения:
65,Что такое субподрядная работа?,3,0.768,0.77,0.0,0.7,"5.6 Поставки услуг субподрядчиков могут осуществляться в соответствии с пожеланиями Заказчика, оговоренными условиями договора."
65,Что такое субподрядная работа?,4,0.7638,0.76,0.0,0.0,8.8 Проверку предоставления работ и услуг субподрядными организациями и анализ представляемых отчетных документов осуществляет руководитель структурного подразделения с привлечением по необходимости специалистов Института.
65,Что такое субподрядная работа?,5,0.7572,0.76,0.0,0.72,Организация договорной работы
65,Что такое субподрядная работа?,6,0.7572,0.76,0.0,0.72,Организация договорной работы
65,Что такое субподрядная работа?,7,0.7572,0.76,0.0,0.0,Организация договорной работы
65,Что такое субподрядная работа?,8,0.745,0.75,0.0,0.0,"3.1 Организация преддоговорной и договорной работы, участие в подготовке теной предложений."
65,Что такое субподрядная работа?,9,0.7449,0.74,0.0,0.7,"3.31 Приемку маркшейдерских, топографо-геодезических, землеустроительных работ, выполняемых сторонними организациями на договорной основе."
65,Что такое субподрядная работа?,10,0.741,0.74,0.0,0.72,"3.25 Контроль и приемка маркшейдерских, топографо-геодезических работ выполняемых подрядными организациями"
65,Что такое субподрядная работа?,11,0.7379,0.74,0.0,0.7,Сверхурочная работа
65,Что такое субподрядная работа?,12,0.7374,0.74,0.0,0.7,Предпроектная стадия
65,Что такое субподрядная работа?,13,0.7367,0.74,0.0,0.0,"7 Выполнение работ, оказание услуг"
65,Что такое субподрядная работа?,14,0.7364,0.74,0.0,0.71,"1.11 Для реализации требований законодательства ""О недрах"" и выполнения отдельных видов работ, в том числе и капитальные маркшейдерско-геодезические работы для Общества или Заказчика (по договору), требующие применения специальных методов и технических устройств могут быть выполнены специализированными сторонними организациями, осуществляющими свою деятельность на договорной основе и имеющие лицензии на производство соответствующих работ. Приемку технического отчета о выполненных работах и их оценку качества выполняет МГС Общества."
65,Что такое субподрядная работа?,15,0.7355,0.74,0.0,0.72,"3.3 Осуществление  своевременного  и  качественного  маркшейдерского обеспечения работ (по договору) при проектировании, строительстве, эксплуатации,  реконструкции,  консервации  или  ликвидации  объектов  по добыче  полезных  ископаемых  и  подземных  сооружений,  не  связанных  с добычей полезных ископаемых."
65,Что такое субподрядная работа?,16,0.7319,0.73,0.0,0.72,Приложение Б
65,Что такое субподрядная работа?,17,0.7365,0.73,0.0,0.74,5 Стадии выполнения работ
65,Что такое субподрядная работа?,18,0.7312,0.73,0.0,0.72,"4 Термины, обозначения"
65,Что такое субподрядная работа?,19,0.7311,0.73,0.0,0.0,"Оформление договоров на выполнение работ, оказание услуг"
65,Что такое субподрядная работа?,20,0.7306,0.73,0.0,0.0,7.4 Привлечение к сверхурочным работам производится работодателем с письменного согласия работника. Сверхурочные работы не должны превышать для каждого работника четырех часов в течение двух дней подряд и 120 часов в год.
65,Что такое субподрядная работа?,21,0.7305,0.73,0.0,0.72,"4.5 Создание и обновление инженерно-топографических планов, съемка подземных коммуникаций и сооружений."
65,Что такое субподрядная работа?,22,0.7278,0.73,0.0,0.72,Принципы организации сервисного обслуживания оборудования
65,Что такое субподрядная работа?,23,0.7273,0.73,0.0,0.7,"2.5 Организация работ (для Заказчика) по ведению мониторинга деформаций горных пород и земной поверхности, геомеханических и геодинамических процессов при недропользовании с оценкой качества выполненных работ и исключением их негативного влияния на разработку месторождений предприятий-недропользователей. Проведение комплекса мероприятий, направленных на обеспечение безопасного функционирования объектов, выполняемых по договорам, а также на предупреждение аварий на этих объектах."
65,Что такое субподрядная работа?,24,0.7268,0.73,0.0,0.72,"Контроль за ведением работ по строительству скважин. Организация тендеров на закупку оборудования, материалов и выбор подрядных организаций"
65,Что такое субподрядная работа?,25,0.7258,0.73,0.0,0.7,3.1 Термины и определения:
65,Что такое субподрядная работа?,26,0.7374,0.73,0.0,0.74,Маркетинговая информация
65,Что такое субподрядная работа?,27,0.7249,0.72,0.0,0.69,Порядок работы
65,Что такое субподрядная работа?,28,0.7242,0.72,0.0,0.0,1.2 Инструкция определяет порядок действий и согласований при внешних поставках:
65,Что такое субподрядная работа?,29,0.7234,0.72,0.0,0.71,"3.20 Производство для предприятий-недропользователей (по договору) съемок горных выработок и земной поверхности, составление и пополнение маркшейдерской документации."
65,Что такое субподрядная работа?,30,0.7376,0.72,0.0,0.74,6 Организация договорной работы
65,Что такое субподрядная работа?,31,0.7232,0.72,0.0,0.0,Список сотрудников ответственных за внешние поставки
65,Что такое субподрядная работа?,32,0.7231,0.72,0.0,0.7,4 Термины и сокращения
65,Что такое субподрядная работа?,33,0.7221,0.72,0.0,0.7,"4.13 Подготовка тендерной документации на право заключения договоров (контрактов) на выполнение работ, оказание услуг, относящихся к сфере деятельности Отдела."
65,Что такое субподрядная работа?,34,0.7221,0.72,0.0,0.72,"4.4 Создание и обновление инженерно-топографических планов, съемка подземных коммуникаций и сооружений."
65,Что такое субподрядная работа?,35,0.7213,0.72,0.0,0.71,7.15
65,Что такое субподрядная работа?,36,0.7233,0.72,0.0,0.72,3.3 Название и назначение подкаталогов в основном каталоге проекта формируется в соответствии с рабочими инструкциями соответствующих подразделений:
65,Что такое субподрядная работа?,37,0.7197,0.72,0.0,0.71,3.1 Служебная командировка -поездка работника по распоряжению генерального директора на определенный срок для выполнения служебного поручения вне места постоянной работы.
65,Что такое субподрядная работа?,38,0.7189,0.72,0.0,0.71,"5.5 Участвовать в работе по подготовке, заключению и контролю за выполнением договоров, соглашений и контрактов, связанных с компетенцией службы."
65,Что такое субподрядная работа?,39,0.7182,0.72,0.0,0.71,Определения
65,Что такое субподрядная работа?,40,0.7181,0.72,0.0,0.71,"6.1 Предпроектная проработка, как правило, инициируется заявкой Заказчика официальным письмом на имя генерального директора Института, с указанием интересующих работ и услуг, либо поступлением информации о выигранном тендере."
65,Что такое субподрядная работа?,41,0.7165,0.72,0.0,0.0,"4 Термины, обозначения, сокращения"
65,Что такое субподрядная работа?,42,0.7145,0.71,0.0,0.0,1 Общие положения
65,Что такое субподрядная работа?,43,0.7133,0.71,0.0,0.69,"6.3 В случае появления на рынке новых поставщиков, неудовлетворенностью работы с ранее выбранными, проводится внеплановая оценка/переоценка и выбор поставщиков в соответствии с процедурой оценки (п.6.1 данной инструкции)."
65,Что такое субподрядная работа?,44,0.7168,0.71,0.0,0.72,"5.1 Трудовой договор, дополнительное соглашение к трудовому договору, предусматривающие выполнение работником трудовой функции дистанционно, а также внесение изменений в эти договоры (дополнительные соглашения к трудовым договорам) и их расторжение могут заключаться путем обмена между работником (лицом, поступающим на работу) и работодателем электронными документами, а также путем личной подписи. В случае обмена между работником и работодателем электронного документооборота используются усиленная квалифицированная электронная подпись работодателя и усиленная квалифицированная электронная подпись или усиленная неквалифицированная электронная подпись работника в соответствии с законодательством Российской Федерации об электронной подписи."
